id	sentence1	sentence2	label
train_130266	"To this end, we need to improve the quantitative empirical understanding of such reuse accompanied by qualitative empirical studies."	only few such works exist.	contrasting
train_155512	These context vectors are clustered and the resulting clusters are taken to represent the induced senses.	"when constructing context vectors, the approaches based on VSM assume that the words occurring in the contexts are independent and do not exploit semantic relevance between words."	contrasting
train_128793	"We note that the Topic Coherence (TC) metric in (Mimno et al., 2011) which is often used to approximate coherence in unigram topic models as it correlates with human notions of coherence, uses codocument frequency of individual words in topics."	"in our problem as phrases are sparse, their co-document frequency is far lower than words."	contrasting
train_90804	The simplest implementation would be to check the most recent model with the previous model and stop if their agreement exceeds the intensity cutoff.	"independent of wanting to provide users with a longevity control, this is not an ideal approach because there's a risk that these two models could happen to highly agree but then the next model will not highly agree with them."	contrasting
train_180764	The work in this phase is cubic in sentence length.	"lexical rules in LNF can be applied without binarization, because they only apply to particular spans that contain the appropriate lexical items."	contrasting
train_220099	"One approach would be to run LDA on the instances for an ambiguous word, then simply interpret topics as induced senses (Brody and Lapata, 2009)."	"while sense and topic are related, they are distinct linguistic phenomena."	contrasting
train_143698	These actions can be regarded as users' feedbacks that reflect users' interest.	"due to its implicitness, such feedback can only reflect a part of users' interest, causing inaccuracy in recommendation."	contrasting
train_200290	"With the rapid increase of students learning Japanese, there is a growing need for a quick but reliable and accurate assessment instrument in the field of teaching Japanese."	"at present, no such test exists."	contrasting
train_97967	"String-similarity metrics against a reference are known to be partial and coarsegrained aspects of the task (Callison-Burch et al., 2006), but are still the common practice in various text generation tasks."	"their opaqueness and difficulty to interpret have led to efforts to improve evaluation measures so that they will better reflect the requirements of the task (Anderson et al., 2016;Sulem et al., 2018;Choshen and Abend, 2018b), and to increased interest in defin-ing more interpretable and telling measures (Lo and Wu, 2011;Hodosh et al., 2013;Choshen and Abend, 2018a)."	contrasting
train_42155	"The proposed approach is close to (Liu et al., 2015), where only the annotated data for aspect extraction is used."	we will show that our approach is more effective even compared with baselines using additional supervisions and/or resources.	contrasting
train_160297	Word embeddings are a relatively new addition to the modern NLP researcher's toolkit.	"unlike other tools, word embeddings are used in a black box manner."	contrasting
train_123685	"An alternate technique is to use word-classing (Goodman, 2001;Mikolov et al., 2011), which can reduce the cost of exact normalization to O"	"our approach is much more scalable, since it is trivially parallelized in training and does not require explicit normalization during evaluation."	contrasting
train_62316	"Because we can also translate any TAG into an equivalent VW-CCG without blowing up the size of the grammar, following the construction by Vijay-Shanker and Weir (1994), we conclude that VW-CCG is more succinct than TAG."	the price we have to pay for this gain in expressivity is the extra parsing complexity of VW-CCG.	contrasting
train_183414	"One solution would be full-blown transliteration (Knight and Graehl, 1998), followed by application of Jaro-Winkler."	transliteration systems are complex and require significant training resources.	contrasting
train_166815	"FrameNet (Baker et al., 1998) is such a resource and provides fine-grained semantic relations of predicates and their arguments."	frameNet does not provide an explicit link to real-world fact types.	contrasting
train_67550	An obvious case is that of synonyms.	there are cases when different words are used as synonyms only in certain contexts.	contrasting
train_219785	Approaches in this direction could be ideal for various practical applications such as image description for the visually impaired.	"it is not clear whether the semantic expressiveness of these approaches can eventually scale up to the casual, but highly expressive language people naturally use in their online activities."	contrasting
train_5514	"The problem with (c) is that the correspondence h contains an incorrect alignment (', a)."	"since h is unobserved, the training procedure has no way of knowing this."	contrasting
train_150755	"Normally, this task would be performed by a parser."	"since the CoNLL dataset contains no parsing information 6 and we did not want to use any resources not explicitly provided in the CoNLL data, we had to construct a PPA classifier to specifically perform this task."	contrasting
train_88529	"Tests on the PDT (Böhmovà et al., 2003) show that the added actions are sufficient to handle all cases of non-projectivity."	"since the cases of non-projectivity are quite rare in the corpus, the general learner is not supplied enough of them to learn how to classify them accurately, hence it may be worthwhile to exploit a second classifier trained specifically in handling non-projective situations."	contrasting
train_3388	Almost all of sense disambiguation methods are heavily dependant on manually compiled lexical resources.	"these lexical resources often miss domain specific word senses, even many new words are not included inside."	contrasting
train_155955	"As depicted in Graph (Figure 4), there is a average increase of 0.38 (LAS) on all datasets using the first sense strategy from the baseline."	using WSD the accuracy decreased across all datasets.	contrasting
train_195378	Globally normalized neural sequence models are considered superior to their locally normalized equivalents because they may ameliorate the effects of label bias.	"when considering high-capacity neural parametrizations that condition on the whole input sequence, both model classes are theoretically equivalent in terms of the distributions they are capable of representing."	contrasting
train_35752	"NMT proves to outperform conventional statistical machine translation (SMT) significantly across a variety of language pairs (Junczys-Dowmunt et al., 2016) and becomes the new de facto method in practical MT systems ."	there still remains a severe challenge: it is hard to interpret the internal workings of NMT.	contrasting
train_94497	The baseline system uses an identical model for coreference resolution on both pronouns and nonpronominal mentions.	"in the literature (Bengtson and Roth, 2008;Rahman and Ng, 2011;Denis and Baldridge, 2007) the features for coreference resolution on pronouns and nonpronouns are usually different."	contrasting
train_198069	"Recent work has shown that supervision available in English for this task (e.g., lexical resources) can be transferred to other languages via crosslingual word embeddings."	"this kind of transfer misses monolingual distributional information available in a target language, such as contrast relations that are indicative of antonymy (e.g., hot...while...cold)."	contrasting
train_123149	"Several works such as Hatzivassiloglou and McKeown (1997), Turney and Littman (2003), Kim and Hovy (2004), Strapparava and Valitutti (2004), and Peng and Park (2011) have tackled automatic lexicon expansion or acquistion."	"in most such work, the lexicons are word-level rather than sense-level."	contrasting
train_99491	These results may be good news for system builders; one possible Socratic teaching strategy would be to ask sequences of targeted questions where strong expectations about plausible answers make it easier to interpret student input.	"we must be mindful of the fact that, even in Socratic interaction, students sometimes do take initiative rather than simply answering the sequence of questions posed by the tutor."	contrasting
train_3660	"If we had a large collection of sense-tagged text, then we could extract disambiguated feature vectors by collecting co-occurrence features for each word sense."	"since there is little sense-tagged text available, the feature vectors for a random WordNet concept would be very sparse."	contrasting
train_45183	"We adapt the domain-adversarial method for feature alignment in an encoder proposed by (Ganin et al., 2016)."	"for text generation, a domain-independent representation from the encoder, as used in domain adaptation for classification, is not adequate."	contrasting
train_81	Spoken dialogue managers have benefited from using stochastic planners such as Markov Decision Processes (MDPs).	"so far, MDPs do not handle well noisy and ambiguous speech utterances."	contrasting
train_122758	"CRF has been used for Chinese word segmentation (Tseng, 2005;Shi and Wang, 2007;Zhao and Kit, 2008;Wang et al., 2011)."	most previous work train a CRF by using full annotation only.	contrasting
train_77760	We will see that the word representation approach can capture contextual information through combinations of vectors in a window.	it only produces local features around each word of the sentence.	contrasting
train_62300	"When the machine is in an existential state, it accepts the input if there is at least one transition that eventually leads to an accepting state."	"when the machine is in a universal state, it accepts input only if every possible transition eventually leads to an accepting state."	contrasting
train_98526	"A recent approach proposed by (Le and Mikolov, 2014) generates both word-level and paragraph-level representations."	"the approach relies on training the network with a large corpus with billions of tokens, which is rarely available in the conversational text domain."	contrasting
train_163973	"For example, the syntax-based grammar correctly finds two ubiquitination events and two negative regulations in the sentence ""CYLD inhibits the ubiquitination of both TRAF2 and TRAF6"" because the dependency graph correctly connects ""ubiquitination"" to ""TRAF2"" and ""TRAF6"", as seen in Figure 2."	"the surface-based grammar misses the ubiquitination event involving ""TRAF6"" (and the negative regulation of this ubiquitination), because the last two tokens of the sentence are not explicitly handled by the rules."	contrasting
train_16916	This method requires training sets of transliterated word pairs with language origin.	"it is difficult to obtain such tagged data, especially for proper nouns, a rich source of transliterated words."	contrasting
train_170465	"Another difficult choice is the distinction between the information status category unused (sometimes called mediated) and bridging, i.e. in a case like where some people might consider this a bridging case, as the foreign secretary Mottaki is probably not interpretable alone for a typical WSJ reader without the mentioning of Iran first."	others might argue that his discourse referent might already be identified by his name.	contrasting
train_72349	"For example, the contraction I'm was parsed as two lexical items by MICA: I and 'm."	'm was not recognized as a form of the word am-itself a form of the verb to be-but rather was analyzed as a distinct verb.	contrasting
train_4028	"It is often simply an unstated assumption that any full translation system, to achieve full performance, will sooner or later have to incorporate individual WSD components."	"in some translation architectures and particularly in statistical machine translation (SMT), the translation engine already implicitly factors in many contextual features into lexical choice."	contrasting
train_223489	"As for decoding, we directly follow Algorithm 1 to sample or decode greedily from the proposed model."	in practice beam-search is important to explore the output space for neural autoregressive models.	contrasting
train_215129	there is no explicit causal relation between add and fry.	"we implicitly know, that without adding the pork pieces, we cannot fry them."	contrasting
train_115873	Unknown words are a hindrance to the performance of hand-crafted computational grammars of natural language.	words with incomplete and incorrect lexical entries pose an even bigger problem because they can be the cause of a parsing failure despite being listed in the lexicon of the grammar.	contrasting
train_36054	"For example, ""data set"" and ""training set"" have learning dependencies and the latter concept is more advanced than the former one."	"""test set"" and ""training set"" have no such relation when their complexity levels are similar."	contrasting
train_66663	Jing (Jing 00) developed a method to remove extraneous phrases from sentences by using multiple sources of knowledge to decide which phrases could be removed.	"while this method exploits a simple model for sentence reduction by using statistics computed from a corpus, a better model can be obtained by using a learning approach."	contrasting
train_165808	"We propose an unsupervised system for a variant of cross-lingual lexical substitution (CLLS) to be used in a reading scenario in computer-assisted language learning (CALL), in which single-word translations provided by a dictionary are ranked according to their appropriateness in context."	"to most alternative systems, ours does not rely on either parallel corpora or machine translation systems, making it suitable for low-resource languages as the language to be learned."	contrasting
train_45181	"Vocabulary expansion may be used to address the different vocabularies in source and target domains, and adversarial domain adaptation (ADA) may be used to merge the embedded feature representations across domains."	aDa does not adapt the decoder in an encoder-decoder generation model.	contrasting
train_122752	"There has been work on making use of both unlabeled data (Sun and Xu, 2011;Wang et al., 2011) and Wikipedia (Jiang et al., 2013) to improve segmentation."	no empirical results have been reported on a unified approach to deal with different types of free data.	contrasting
train_130950	"To alleviate such drawback, attempts have been made to build relation extractors with a small set of seed instances or humancrafted patterns (Nakashole et al., 2011;Carlson et al., 2010), based on which more patterns and instances will be iteratively generated by bootstrap learning."	"these methods often suffer from semantic drift (Mintz et al., 2009)."	contrasting
train_195656	This word-level loss ensures efficient and scalable training of seq2seq models.	"this word-level training objective suffers from a few crucial limitations, namely the label bias, the exposure bias, and the loss-evaluation mismatch (Lafferty et al., 2001; Bengio et al., 2015a; Venkatraman et al., 2015). "	contrasting
train_165202	"Of the 30 sampled tasks, ""buy movie tickets early"", ""buy a car"", and ""write a cover letter for a recruitment consultant"", which achieve accuracies of 0.3000, 0.3200, and 0.2800, respectively, perform worse than the other tasks."	"""download music safely"" and ""play experimental music"", which have accuracies of 0.8200  and 0.7000, perform better."	contrasting
train_141801	"For example, a token can be tagged with B-P ER, where B indicates the boundary of an entity and P ER indicates the corresponding entity categorical label."	"when entities are nested within one another, single-layer sequence labeling models can not ex-tract both entities simultaneously."	contrasting
train_167802	"The average number of inflected forms collected per paradigm differs across systems, as Liebeck and Conrad (2015) only considered forms which fit certain Wiktionary templates and Durrett and DeNero (2013) extracted only paradigms for which they could obtain a fixed set of forms (their software requires all training paradigms to be equal in size)."	"our system extracts all paradigms, regardless of completeness."	contrasting
train_129654	"In practice, a simple beam search procedure that explores K prospective histories at each time-step has proven to be an effective decoding approach."	"as noted above, decoding in this manner after conditional languagemodel style training potentially suffers from the is-sues of exposure bias and label bias, which motivates the work of this paper."	contrasting
train_81266	Most of these methods depend on sparse lexical features including bag-of-word (BoW) models and exquisitely designed patterns.	feature engineering is labor-intensive and the sparse and discrete features cannot effectively encode semantic and syntactic information of words.	contrasting
train_150758	"The reason for the worse results is that in our experiments, the oracled PPA always identifies more prepositions attached to verbs than the PPA classifier, therefore more prepositions will be given semantic roles by the SRD classifier."	"since the performance of the SRD classifier is not high, and the segmentation subsystem does not always produce the same semantic role boundaries as the CoNLL data set, most of these additional prepositions would either be given a wrong semantic role or wrong phrasal extent (or both), thereby causing the overall performance to fall."	contrasting
train_53925	"Like Hearst (1992) and Berland and Charniak (1999), they use manually generated rules to mine text for their desired relation."	"they supplement their manual rules with automatically learned constraints, to increase the precision of the rules."	contrasting
train_184655	We have found that the clustering-based procedure is very competitive when presented with gold chunks.	the iterative learning procedure performs very well when presented with automatic chunks in all tested domains and the two languages.	contrasting
train_5332	"Interestingly, Buckley et al., (2000) points out that ""English query words are treated as potentially misspelled French words"" and attempts to treat English words as variations of French words according to lexicographical rules."	"when two languages are very distinct, e.g., English-Korean, English-Chinese, transliteration from English words is utilized for cognate matching."	contrasting
train_123485	"That is, previous studies focused only on text printed on paper."	"with the increasing use of hand-held devices, people in these days use various reading devices such as a tablet and a smart phone as well as a paper."	contrasting
train_191963	(2017) also experimented with reconstructing implicit knowledge in short German argumentative essays.	"to our work, they used expert annotators who iteratively converged to a single proposition."	contrasting
train_160435	"Empirical studies such as (Kita andÃ–zyÃ¼rek, 2003;Kita et al., 2007) analysed speech and gesture semantics with statistical methods and show that the semantics of speech and gestures coordinate with each other."	it remains unclear how to computationally derive the semantics of iconic gestures and build corresponding multimodal semantics together with the accompanying verbal content.	contrasting
train_87828	Part of the problem is that words in the PP are replaced independently and without consideration to the remaining context.	we had hoped the specialist thesaurus might alleviate this problem by providing neighbours that are more appropriate for this specific task.	contrasting
train_149590	"Based on massive amounts of data, recent pretrained contextual representation models have made significant strides in advancing a number of different English NLP tasks."	"for other languages, relevant training data may be lacking, while state-of-the-art deep learning methods are known to be data-hungry."	contrasting
train_69688	"Thus, TF-IDF performs relatively well because of the high-quality domain corpus."	"tF-IDF, as a statistics based algorithm suffers from similar problem as others based on statistics."	contrasting
train_61340	Lazaridou et al. (2013) also use a specific scheme of discourse relations.	"rather than relying on gold discourse annotations, they jointly predict sentiment, aspect, and discourse relations and show that the model improves accuracy of both aspect and sentiment polarity at the sub-sentential level."	contrasting
train_170613	"Similar work for Chinese has been reported by Ji (2010), who constructed the Chinese corpus from newspapers for Chinese uncertainty identification."	their data was annotated exactly based on the cue-phrases and size of corpus was a bit small for some uncertainty detection systems.	contrasting
train_200295	"Therefore, SJT test items employ the -desu and -masu forms more than any other forms of honorifics."	"the other forms of honorifics, ""respectful"" form (Sonkeigo) and ""humble"" form (Kenjogo) and also informal sentence-finals (e.g. -da), were also used to reflect reality of language use."	contrasting
train_58299	"This is to be expected, as most core arguments fall under the Arg0 and Arg1 classes, which can typically be disambiguated based on syntactic information (i.e., subject vs. object)."	"there are no syntactic hints for adjunct arguments, so the system learns to rely more on SP information in this case."	contrasting
train_29447	"However, with this regularizer, EA++ does not strictly restrict either the source classifier or the target classifier to lie in the target subspace X t ."	"as we have pointed out above, when only the induced features are used, our method leverages the unlabeled target instances to force the learned classifier to lie in X t ."	contrasting
train_84	"There are several POMDP algorithms that may be the natural choice for policy generation (Sondik, 1971;Monahan, 1982;Parr and Russell, 1995;Cassandra et al., 1997;Kaelbling et al., 1998;Thrun, 1999)."	"solving real world dialogue scenarios is computationally in-tractable for full-blown POMDP solvers, as the complexity is doubly exponential in the number of states."	contrasting
train_82207	"We can see that in this example the premise entails the hypothesis, and in order to correctly identify this relation, one has to know that the word kettle entails the word pot."	"if we train a neural network model on a set of labeled sentence pairs, and if the training dataset does not contain the word pair kettle and pot anywhere, it would be hard for the learned model to know that kettle entails pot and subsequently predict the relation between the premise and the hypothesis to be entailment."	contrasting
train_48004	" When the size of memory is small, the gap between different models are larger, with EMR-Transformer obtain-ing the best accuracy, which may be due to its ability to capture global relative importance of each memory entry."	"the gap between EMR-Transformer and EMR-biGRU diminishes as the size of memory increases, since then the size of the memory becomes large enough to contain all the frames necessary to answer the question."	contrasting
train_26241	"To date, most of the work presented on deception detection has focused on the identification of deceit clues within a specific language, where English is the most commonly studied language."	"a large portion of the written communication (e.g., e-mail, chats, forums, blogs, social networks) occurs not only between speakers of English, but also between speakers from other cultural backgrounds, which poses important questions regarding the applicability of existing deception tools."	contrasting
train_91645	"(b) CUE: either-or SCOPE: either a seqeuncing error or a pseudogene By handling this class to some extent, we could have increased our recall, and therefore, F-score (65 out of 1,044 cues in the evaluation data for biological text involved this class)."	"we decided against treating this class, as we believe it requires a slightly different treatment due to its special semantics."	contrasting
train_206357	"Under the causativization approach, he proposes a set tions alone suggest that the common base approach must be taken to account for equipollent alternations, as in (2)a-(2)j, which involve overt affixes for both the causative and the inchoative alternants."	"the same line of reasoning also suggests that causativization of inchoative verbs and anticausativization of causative verbs may be involved in (2)k-(2)m and (2)n-(2)o, respectively."	contrasting
train_85986	In our results in Table 2 we showed that overall collective stance indeed is an important feature to consider for the purpose of veracity prediction.	this depends on how this collective feature is used.	contrasting
train_156727	"(Uszkoreit 2011) introduced a bootstrapping system for relation extraction rules, which achieved good performance under some circumstances."	"most previous semi-supervised methods have large performance gaps from supervised systems, and their performance depends on the choice of seeds (Vyas et al., 2009;Kozareva and Hovy, 2010)."	contrasting
train_3571	The above method allows for the tractable estimation of log-linear models on exponentially-many HPSG parse trees.	"despite the development of methods to improve HPSG parsing efficiency (Oepen et al., 2002a), the exhaustive parsing of all sentences in a treebank is still expensive."	contrasting
train_120582	"Passive-to-active voice transformation in English can be performed systematically, which does not depend on lexical information in most cases."	"in Japanese, the method of transformation depends on lexical information."	contrasting
train_220112	"This could be because (4) and (5) both relate to child development, and therefore LDA considers them as sharing the same topic."	"topic is not the same as sense, especially when larger contexts are available."	contrasting
train_111165	"Previous phrase alignment work has primarily mitigated this tendency by constraining the inference procedure, for example with word alignments and linguistic features (Birch et al., 2006), or by disallowing large phrase pairs using a noncompositional constraint (Cherry and Lin, 2007;Zhang et al., 2008)."	"the problem lies with the model, and therefore should be corrected in the model, rather than the inference procedure."	contrasting
train_219474	They also use an auto-supervision technique to smooth counts learnt from EM onto new words encountered during testing.	we do not apply any such technique for unknown words and allow them to be mapped uniformly to all possible tags in the dictionary.	contrasting
train_125636	"To motivate this method, recall that one important property of a sieve-based approach is that later sieves can exploit earlier sieves' decisions when making their own decisions."	our first method of using sieves makes limited use of the decisions made by earlier sieves.	contrasting
train_47993	"Differentiable Neural Computer (DNC)  extends the NTM to address the issue by introducing a temporal link matrix, replacing the least used memory when the memory is full."	this method is a rule-based one that cannot maximize the performance on a given task.	contrasting
train_129998	"These results clearly demonstrate that the OOV issue is much more severe for entities than predicates, and the difficulty word-level models have when generalizing to new entities."	"character-level models have no such issues, and achieve a 96.6% accuracy in predicting the correct entity on the mixed set."	contrasting
train_202508	They recognize coordinate structures in a Japanese sentence by constructing a similarity matrix between bunsetsus and searching a path with the highest parallelism in the similarity matrix using a dynamic programming method.	that method is inadequate to apply to patent documents which have usually a large number of coordinate nodes and sometimes complex modification such as an inserted clause.	contrasting
train_37933	"Therefore, we expect to see the same benefit as BPE with the unigram language model."	"the unigram language model is more flexible as it is based on a probabilistic language model and can output multiple segmentations with their probabilities, which is an essential requirement for subword regularization."	contrasting
train_141134	"Probably because of this, there is very little literature or understanding of the effect of order among the training examples-strict ordering of examples has simply been known to be undesirable."	"as neural network approaches increasingly dominate in performance across many NLP tasks, the notion of random shuffling has become overshadowed by that of computational efficiency."	contrasting
train_73912	"The estimation of the parameters, whether manual or through an automated learning algorithm prevent these algorithms from being entirely unsupervised."	the degree of supervision remains far below supervised approaches that use training corpora approximately 1000 times larger.	contrasting
train_202551	"They have proved useful for various important tasks and applications, including e.g. computational lexicography, parsing, word sense disambiguation, semantic role labeling, information extraction, question-answering, and machine translation (Swier and Stevenson, 2004;Dang, 2004;Shi and Mihalcea, 2005;Kipper et al., 2008;Zapirain et al., 2008)."	"useful are classes which capture generalizations over a range of (cross-)linguistic properties, such as the ones proposed by Levin (1993)."	entailment
train_2768	We have examined two largely unexplored issues in computing and using anaphoricity information for improving learning-based coreference systems: representation and optimization.	we have systematically evaluated all four combinations of local vs. global optimization and constraint-based vs. feature-based representation of anaphoricity information in terms of their effectiveness in improving a learning-based coreference system.	entailment
train_119638	"Hence, we propose to exploit a question focus along with the related named entities (according to the mapping from Table 1) of the answer sentence to establish relational links between the tree fragments."	"once the question focus and question category are determined, we link the focus word wf ocus in the question, with all the named entities whose type matches the question class (Table 1)."	entailment
train_83238	"In order to evaluate the quality of the summaries produced by our model and the other baselines, we ask annotators to do a score evaluation on some aspects of the summaries."	we ask them to score the grammaticality and non-redundancy of the summaries.	entailment
train_11166	"As Figure 1 shows as the number of times a query is issued increases, so does the chance of it being bilingual."	nearly 45% of the highest-frequency English queries and 35% of the highest-frequency Chinese queries are bilingual.	entailment
train_55084	This is not to say that going electronic-only makes the journal free of production costs.	"although the journal's editor, editorial board, and external reviewers provide their labor free of charge, it still costs real money to produce the journal: CL will continue to use the professional services of the MIT Press in managing the high standards of copyediting and typesetting to which our readers have become accustomed."	entailment
train_61333	It is clear from their results that using adjectives that can be classified as conveying appraisal values is beneficial in sentiment analysis.	"and unsurprisingly, adjectives labeled as Appreciation are some of the most useful features for the classifier."	entailment
train_123506	"Therefore, readability is calculated as a weighted linear sum of all readability factors."	We suggest readability factors that are strongly related with the readability of a specific device by showing the correlations between various factors in each device and human-rated readability. 	entailment
train_23937	"In contrast, our approach allows structured modeling of sentiment while taking into account both local and global contextual information."	we encode intuitive lexical and discourse knowledge as expressive constraints and integrate them into the learning of conditional random field models via posterior regularization.	entailment
train_37045	"For ZvdP2016, most errors can be attributed to oversplitting."	25 out of its 37 (67.5%) misclassifications compared to FF2010 can be attributed to this problem.	entailment
train_94920	We use the POS tag and the shallow parser output to identify the set of candidates that are input to the classifiers.	"for nouns, we collect all words tagged as NN or NNS."	entailment
train_71687	In this paper we focus on the problem of resolving references of named-entities and concepts in natural language through their textual surface forms.	we present a method of resolving surface forms in general text documents to Wikipedia entries.	entailment
train_55533	These figures reflect a desired behavior of the bootstrapping function which concentrates most of the prominent common features for all the distributionally similar words (whether entailing or not) at the lower ranks of their vectors.	"this explains the ability of our method to perform a massive feature reduction as demonstrated in Section 5, and to produce more informative vectors, while demoting and eliminating much of the noise in the original vectors."	entailment
train_6389	"Please note that, different from the previous tree kernel, here we loosen the condition for the occurrence of a subtree by allowing both original and reduced rules (Improvement 1) and node feature mutations (Improvement 2)."	we modify the criteria by which a subtree is said to occur.	entailment
train_156244	"In this paper, we analyze political debates where the power differential is dynamic."	we analyze the 2012 Republican presidential primary debates.	entailment
train_11394	"Somers (2005) therefore states: ""To be really sure of our results, we should like to replicate the experiments evaluating the translations using a more old-fashioned method involving human ratings of intelligibility."""	"apparently nobody has ever seriously compared backtranslation scores to human judgments, so the belief about their inutility seems not sufficiently backed by facts."	entailment
train_102954	"In recent years, approaches that aim at extracting a subset of all relations have achieved great success."	"previous research (Carreras and MÃrquez, 2005; Punyakanok et al., 2008; Che et al., 2010; Zapirain et al., 2010) focused on verb-argument structures, i.e., relations between a verb and its syntactic arguments."	entailment
train_122596	"Note that since P1 and P2 are pipeline systems, the binary classifiers they use to predict a test post's reasons depend on the post's predicted stance."	"if a test post is predicted to have a positive (negative) stance, then only the reason classifiers associated with the positive (negative) stance will be used to predict the reasons it contains."	entailment
train_208710	"(2) Among the five faculties employed by human beings to interact with the world-vision, hearing, smell, taste and touch-we hypothesize vision is consequential."	the visibility of human body parts is important for the selection of a body part to be used metaphorically.	entailment
train_112053	Some human supervision can be valuable particularly in the form of semisupervised learning and active learning.	a process that integrates human input at appropriate times (for example seeding or correction) is likely to be part of a successful approach.	entailment
train_200291	"For example, both the SET-10 and the SST score report consist of one Overall score and four subscores: Sentence Mastery, Vocabulary, Fluency, and Pronunciation."	the SET-10 measures two aspects of the spoken skills: what the test-taker said and how the test-taker said it.	entailment
train_198553	"Thus, the two disjunctive situations in R, namely R, and R2, corresponds to indeterminacy of possibilities that are associated with the two situations shown in (18) above."	"use of disjunction with ""ka"" which expresses indeterminacy among two potentials is quite informative in such a situation, because this indeterminacy relates directly to the following course of events."	entailment
train_195749	"we view this problem as an interactive process, in which the human operator can observe the agents' response to their instruction and adjust it by providing advice, a form of online feedback."	"the advice consists of a short sentence, simplifying the user's intent."	entailment
train_29918	The matching score of a source sentence and a target phrase can be measured as the similarity between their feature vectors.	"we use the multi-layer perceptron (MLP), a nonlinear function for similarity, to compute their matching score."	entailment
train_52839	"However, the RNP is observed only in a subset of the cases that would be considered as CB mentions according to the definition provided by Constraint 3, and in the example we are discussing (10), neither Branicki nor the cupboard occur in (u229) in a position that would be subject to RNP effects according to Gordon et al."	(some) evidence used by Grosz et al. in support of CB uniqueness cannot be used to argue that (u229) in (10) has a single CB.	entailment
train_115702	"Aiming at preventing the OOV recall from dropping sharply and still maintaining an overall performance as good as that of the state-of-art segmenter when working with heterogeneous test sets, we propose in this paper to use a semisupervised way for Chinese word segmentation task."	we propose to use Ï‡ 2 statistics together with bootstrapping strategies to build Chinese word segmentation model.	entailment
train_176662	"As for compositional noun phrases, if the translation preserves normal word order, then the PicmreQuest-internal noun phrase recognition will take effect."	"ifjeune fille translates as young girl, then PictureQuest will understand that young is an adjective modifying girl."	entailment
train_219419	Our purpose in this section is to investigate the ability of automatic systems to select this subset of bilingual documents.	"given a collection of documents retrieved for a target language, the task is to identify the documents that contain text in English in addition to the target language."	entailment
train_209171	"Although there is a need to revisit Kachru's three-circle model in this regard, it is still vital to be taken into account since pilots and ATCs either native or nonnative speakers of English coming from different nations speak different varieties of English."	there is a need to understand the World Englishes paradigm and use it as a theoretical underpinning in describing the lexical items in standard phraseology having non-standard definition.	entailment
train_89089	"With the larger goal of automatically constructing a Pan-Chinese lexical resource, this work aims at taking an existing semantic classificatory structure as leverage and incorporating new words into it."	"it is important to see if the classification could accommodate new words from heterogeneous data sources, and whether simple similarity measures and clustering methods could cope with such variation."	entailment
train_196573	"For human, writing down an equation that solves a math word problem requires the ability of reading comprehension, reasoning, and sometimes real world understanding."	"to solve a math word problem, we first need to know the goal of the given problem, then understand the semantic meaning of each numerical number in the problem, perform reasoning based on the comprehension in the previous step, and finally decide what to write in the equation."	entailment
train_27553	"Our contention, and the main motivation behind our work, is that we can do better by leveraging explicit mechanisms adopted by authors in keyphrase generation."	"we focus on a tendency to expand keyphrases by adding terms, coupled with a pressure to abbreviate to retain succinctness."	entailment
train_152282	This implies that the ratio of trigram to quad-gram perplexities would be lower for a fake article than for a real article.	this ratio is similar to computing the likelihood ratio of an article w.r.t the trigram and quad-gram models.	entailment
train_200662	All SJT test items are integrated 'listen-then-speak' type requiring the test-taker to employ real-time receptive and productive spoken language skills.	the SJT is designed to measure the test taker's control of these core language processing components.	entailment
train_180707	"Comparing the MAP for PBQD-Fac with MAP using the generative baseline for the most improved indexing system (the word system), we find that this degradation approach again statistically significantly improved MAP."	these two strategies for handling recognition errors in RUR appear to work well in combination.	entailment
train_115134	Notice that the rational speaker as defined so far does not make full use of our grammar.	"the rational speaker will never use the ""wildcard"" noun something nor the relativization rule in the grammar because an NP headed by the wildcard something can always be replaced by the object ID to obtain a higher utility."	entailment
train_82670	"It integrates both local contextual information and global interdependence of mentions in a document, and is efficiently trainable in an end-to-end fashion."	we introduce attention mechanism to robustly model local contextual information by selecting informative words and filtering out the noise.	entailment
train_83230	"The Copy-Generate decoder produces output the compressed sentence word by word, and the output words are either copied from the input words which are filtered by the delete decoder, or generated with a fixed vocabulary."	"our model integrates copy, generate, delete operations together to produce the output sequence."	entailment
train_187251	Another related field aims to learn continuous vector representations for various abstraction levels of natural language.	"the creation of socalled word embeddings has attracted a lot of attention in the past years, often by implementing neuralnetwork language models."	entailment
train_133446	"While the goal of ALA is to generate annotations of all types, it is evident from our analysis that CS annotations can not be generated by models trained solely on parallel text."	these annotations cannot be generated without background knowledge or added context.	entailment
train_65368	"The structure of our belief network, which represents the constraints is a bipartite graph."	"the variable E's and R's are the nodes in the network, where the E nodes are in one layer, and the R nodes are in the other."	entailment
train_123487	The usefulness of the device-dependent readability is proven by applying it to news article recommendation.	different importance weights for readability factors are considered according to device type when recommending news articles.	entailment
train_120453	"Below both MERT and PRO tune weights on the dev set, while our method on the training set."	our method only uses the dev set to know when to stop training.	entailment
train_125631	1 This Baseline system performs joint role labeling and relation classification using an ensemble of classifiers.	"it trains one classifier for extracting QSLINKs and OLINKs, and seven classifiers for extracting MOVELINKs."	entailment
